bw_mhz,dwell_ms,sweep_period_s,n_blocks,scans_per_sweep_s,pred_energy_j,evaluated,reject_reason,poi_10,poi_30,poi_60,poi_p1_60,energy_j,energy_cap_j,scan_span_frac,n_scans,n_unique_detections,energy_per_detection_j,coverage_frac,max_staleness_p1_s,admissible
10.0,20.0,20.0,20,1.0,1.9428,1,,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,1.9265990999999978,5.826135699999867,0.9836783333333358,60.0,5.0,0.3960231483333328,0.0007746665952306828,19.980000000000068,1
10.0,50.0,20.0,20,1.0,3.7428000000000003,1,,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,3.7085990999999994,5.826135699999867,0.9841783333333333,60.0,5.0,0.7623231483333334,0.0020106746782817377,19.950000000000003,1
10.0,100.0,30.0,20,0.6666666666666666,4.6952,1,,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,4.6511751,5.826135699999867,0.9766783333333334,40.0,4.333333333333333,1.162793775,0.003491320604292646,29.900000000000002,1
20.0,1.0,0.5,10,20.0,5.063999999999999,1,,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,5.033984100000061,5.826135699999867,0.9991983333333246,1200.0,7.666666666666667,0.7737420005555649,0.0020041453881832396,0.49900000000003786,1
20.0,5.0,7.5,10,1.3333333333333333,1.2176,1,,0.08333333333333333,0.2916666666666667,0.4166666666666667,0.0,1.2092480999999984,5.826135699999867,0.9875983333333377,80.0,5.0,0.2485676649999997,0.0006038043149825205,7.4950000000000685,1
20.0,20.0,15.0,10,0.6666666666666666,1.5088,1,,0.125,0.2916666666666667,0.4166666666666667,0.0,1.496936099999998,5.826135699999867,0.9753483333333354,40.0,6.0,0.25424152809523776,0.001130867001120169,14.980000000000068,1
20.0,50.0,30.0,10,0.3333333333333333,1.6544000000000003,1,,0.125,0.25,0.4166666666666667,0.0,1.6407800999999997,5.826135699999867,0.9508483333333335,20.0,4.0,0.5013494749999999,0.0018493998299966496,29.950000000000017,1
20.0,200.0,30.0,10,0.3333333333333333,4.6544,1,,0.125,0.2916666666666667,0.4166666666666667,0.0,4.6107800999999995,5.826135699999867,0.9533483333333344,20.0,4.0,1.4088494749999996,0.0064007016668575995,29.800000000000008,1
1.0,1.0,7.5,200,26.666666666666668,5.463679999999999,1,,0.16666666666666666,0.2916666666666667,0.375,0.0,5.435108000000014,5.826135699999867,0.9994003333333604,1600.0,6.666666666666667,0.8195797777777799,0.0001258232391304376,7.4990000000002865,1
1.0,2.0,15.0,200,13.333333333333334,3.83184,1,,0.125,0.20833333333333334,0.375,0.0,3.807586400000007,5.826135699999867,0.9987920000000163,800.0,4.666666666666667,0.921677660317462,0.0001119536109690053,14.998000000000566,1
1.0,5.0,20.0,200,10.0,4.823880000000001,1,,0.08333333333333333,0.25,0.375,0.0,4.786705999999967,5.826135699999867,0.9984253333333454,600.0,3.6666666666666665,1.3828261777777682,0.00015451919869298203,19.995000000000285,1
2.0,1.0,5.0,100,20.0,4.29504,1,,0.08333333333333333,0.3333333333333333,0.375,0.0,4.272179100000032,5.826135699999867,0.9991923333333134,1200.0,6.333333333333333,0.8363525222222284,0.00018806410727192926,4.999000000000073,1
2.0,1.0,7.5,100,13.333333333333334,3.0633600000000003,1,,0.041666666666666664,0.20833333333333334,0.375,0.0,3.046815899999936,5.826135699999867,0.9987756666666524,800.0,5.333333333333333,0.6686068224999858,0.00012076303132535444,7.499000000000283,1
2.0,2.0,7.5,100,13.333333333333334,3.8633600000000006,1,,0.08333333333333333,0.2916666666666667,0.375,0.0,3.838815899999892,5.826135699999867,0.9987923333333505,800.0,7.666666666666667,0.5240288371428424,0.00024152606265104192,7.498000000000282,1
2.0,2.0,10.0,100,10.0,3.0475200000000005,1,,0.125,0.25,0.375,0.0,3.028134299999992,5.826135699999867,0.9983756666666787,600.0,4.333333333333333,0.757033574999998,0.0002037291209985028,9.998000000000143,1
5.0,2.0,3.0,40,13.333333333333334,3.9559999999999995,1,,0.16666666666666666,0.3333333333333333,0.375,0.0,3.9306186000000394,5.826135699999867,0.9987933333333382,800.0,11.0,0.5084847871428622,0.0006891721415133588,2.9980000000001112,1
5.0,2.0,10.0,40,4.0,1.6067999999999998,1,,0.125,0.16666666666666666,0.375,0.0,1.5965106000000056,5.826135699999867,0.995876666666664,240.0,3.6666666666666665,0.5321702000000018,0.00019214239010125836,9.998000000000033,1
5.0,10.0,20.0,40,2.0,2.0634,1,,0.08333333333333333,0.25,0.375,0.0,2.0467445999999967,5.826135699999867,0.9918433333333333,120.0,3.6666666666666665,0.5912817733333323,0.0003359401127605911,19.990000000000002,1
10.0,1.0,1.0,20,20.0,4.655999999999999,1,,0.125,0.375,0.375,0.0,4.62976710000004,5.826135699999867,0.9991949999999754,1200.0,9.666666666666666,1.0167331670588324,0.0010155148599825857,0.999000000000013,1
10.0,1.0,3.0,20,6.666666666666667,1.952,1,,0.041666666666666664,0.2916666666666667,0.375,0.0,1.9408071000000007,5.826135699999867,0.9975283333333272,400.0,3.3333333333333335,0.6685002233333336,0.00034701361696634674,2.9990000000000077,1
