run_id,policy,policy_label,scenario,seed,config_hash,horizon_s,budget_j,n_steps,n_scans,n_sleeps,dwell_time_s,retune_time_s,sleep_time_s,t_end_s,energy_total_j,energy_scan_j,energy_retune_j,energy_fixed_j,energy_sleep_j,n_channel_dwells,poi_10,poi_30,poi_60,poi_p1_10,poi_p1_30,poi_p1_60,ttfi_p1_median_s,ttfi_p1_p90_s,ttfi_p1_n_intercepted,ttfi_p1_n_total,ttfi_p1_frac,coverage_frac,coverage_p1_frac,n_unique_detections,n_unique_p1_detections,energy_per_detection_j,energy_per_prio1_detection_j,max_staleness_p1_s,mean_staleness_p1_s,n_detections,n_true_positive_dets,n_false_alarms,false_alarm_rate_per_dwell,false_alarm_rate_per_s,n_emitters,n_activations_total,scan_span_frac,reached_horizon,budget_exhausted,alpha,beta_learned,score_mode,model_id,wall_time_s
index__agile__s0__h60,index,index (rung 1),agile,0,c4ee1da8603c2765,60.0,6.0,502,286,216,3.29,1.71561,54.994390000000124,60.0,5.993053899999975,3.29,1.5811099999999998,0.5720000000000001,0.5499439000000013,27640,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,60.0,60.0,0,4,0.0,0.004218706130921173,0.00272118764936874,7,0,0.8561505571428535,inf,30.50618,18.271110399999994,36,13,23,0.0008321273516642547,0.38333333333333336,14,191,0.9453678333333302,1,0,0.5,0.0,rate,,1.5119264000095427
index__agile__s1__h60,index,index (rung 1),agile,1,c4ee1da8603c2765,60.0,6.0,468,327,141,3.41,1.53923,55.05077000000002,60.0,5.998237699999989,3.41,1.38373,0.654,0.5505077000000003,28100,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,60.0,60.0,0,4,0.0,0.004619970071389917,0.0029291732371352964,10,0,0.5998237699999989,inf,25.890909999999884,19.599934849999944,69,46,23,0.0008185053380782918,0.38333333333333336,14,200,0.9458204999999996,1,0,0.5,0.0,rate,,1.526783800101839
index__agile__s2__h60,index,index (rung 1),agile,2,c4ee1da8603c2765,60.0,6.0,424,276,148,3.6100000000000003,1.42187,54.9681300000001,60.0,5.998051299999988,3.6100000000000003,1.286369999999999,0.552,0.549681300000001,22600,0.0,0.35714285714285715,0.5,0.0,0.0,0.0,60.0,60.0,0,4,0.0,0.00491559412748501,0.0028417826676287753,12,0,0.4998376083333323,inf,30.70366,22.83493939999997,66,39,27,0.0011946902654867257,0.45,14,191,0.9493211666666656,1,0,0.5,0.0,rate,,1.417710299952887
index__agile__s3__h60,index,index (rung 1),agile,3,c4ee1da8603c2765,60.0,6.0,451,301,150,3.19,1.79733,55.01267000000007,60.0,5.993456699999994,3.19,1.6513299999999993,0.602,0.5501267000000007,28160,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,60.0,60.0,0,4,0.0,0.0042141507252362875,0.002950537784283707,7,0,0.8562080999999991,inf,29.984410000000103,18.55837370000002,42,16,26,0.0009232954545454545,0.43333333333333335,14,174,0.9447888333333321,1,0,0.5,0.0,rate,,1.3806514999596402
index__agile__s4__h60,index,index (rung 1),agile,4,c4ee1da8603c2765,60.0,6.0,497,308,189,3.3000000000000003,1.67421,55.025790000000086,60.0,5.990967899999977,3.3000000000000003,1.5247100000000002,0.616,0.5502579000000009,26830,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,60.0,60.0,0,4,0.0,0.004373208234597114,0.004025513257165722,12,0,0.4992473249999981,inf,25.047980000000067,20.162549999999978,80,50,30,0.0011181513231457323,0.5,14,182,0.9412368333333319,1,0,0.5,0.0,rate,,1.5388906999723986
round_robin__dense__s0__h60,round_robin,round robin (fair-tuned),dense,0,2f0c71dd1bcf3610,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.00033403352328075967,0.0,9,0,0.6665798999999936,inf,56.35399999999999,56.21149999999999,14,10,4,0.0009090909090909091,0.06666666666666667,24,511,0.11110499999999925,1,0,0.5,0.0,rate,,0.46235869999509305
round_robin__dense__s1__h60,round_robin,round robin (fair-tuned),dense,1,2f0c71dd1bcf3610,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0003876298246397701,0.0006901698845014743,13,0,0.46147839230768783,inf,56.35399999999999,56.21149999999999,18,14,4,0.0009090909090909091,0.06666666666666667,24,475,0.11110499999999925,1,0,0.5,0.0,rate,,0.46749890001956373
round_robin__dense__s2__h60,round_robin,round robin (fair-tuned),dense,2,2f0c71dd1bcf3610,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0003496264225367319,0.0,7,0,0.8570312999999917,inf,56.35399999999999,56.21149999999999,10,7,3,0.0006818181818181819,0.05,24,489,0.11110499999999925,1,0,0.5,0.0,rate,,0.47264529997482896
round_robin__dense__s3__h60,round_robin,round robin (fair-tuned),dense,3,2f0c71dd1bcf3610,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0002990732139353954,0.0,13,0,0.46147839230768783,inf,56.35399999999999,56.21149999999999,21,15,6,0.0013636363636363637,0.1,24,500,0.11110499999999925,1,0,0.5,0.0,rate,,0.5029833000153303
round_robin__dense__s4__h60,round_robin,round robin (fair-tuned),dense,4,2f0c71dd1bcf3610,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.00036174568375952536,0.0,12,0,0.49993492499999515,inf,56.35399999999999,56.21149999999999,16,13,3,0.0006818181818181819,0.05,24,478,0.11110499999999925,1,0,0.5,0.0,rate,,0.4758053000550717
epsilon_greedy__dense__s0__h60,epsilon_greedy,epsilon_greedy,dense,0,2f0c71dd1bcf3610,60.0,6.0,464,232,232,2.32,1.28884,56.391160000000106,60.0,4.5962515999999916,2.32,1.2483399999999998,0.464,0.5639116000000011,1160,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0009849185856614143,0.0,9,0,0.5106946222222213,inf,60.0,56.8177175,55,55,0,0.0,0.0,24,511,0.9969806666666623,1,0,0.5,0.0,rate,,0.197981100063771
epsilon_greedy__dense__s1__h60,epsilon_greedy,epsilon_greedy,dense,1,2f0c71dd1bcf3610,60.0,6.0,464,232,232,2.32,1.27424,56.40576000000012,60.0,4.582297599999987,2.32,1.2342399999999998,0.464,0.5640576000000013,1160,0.08333333333333333,0.125,0.125,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.003213613439351785,0.0,34,0,0.13477345882352904,inf,60.0,56.362455999999995,187,186,1,0.0008620689655172414,0.016666666666666666,24,475,0.9967373333333287,1,0,0.5,0.0,rate,,0.23334959999192506
epsilon_greedy__dense__s2__h60,epsilon_greedy,epsilon_greedy,dense,2,2f0c71dd1bcf3610,60.0,6.0,462,231,231,2.31,1.56894,56.12106000000015,60.0,4.862650599999985,2.31,1.5294400000000001,0.462,0.5612106000000016,1155,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0012153680402466637,0.0,14,0,0.34733218571428465,inf,60.0,57.32430166666667,72,71,1,0.0008658008658008658,0.016666666666666666,24,489,0.9974267777777727,1,0,0.5,0.0,rate,,0.31060720002278686
epsilon_greedy__dense__s3__h60,epsilon_greedy,epsilon_greedy,dense,3,2f0c71dd1bcf3610,60.0,6.0,460,230,230,2.3000000000000003,1.90174,55.798260000000106,60.0,5.172222599999985,2.3000000000000003,1.8542399999999994,0.46,0.5579826000000011,1150,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0,0.0,0,0,inf,inf,60.0,59.44730683333333,1,0,1,0.0008695652173913044,0.016666666666666666,24,500,0.9987512222222179,1,0,0.5,0.0,rate,,0.30232130002696067
epsilon_greedy__dense__s4__h60,epsilon_greedy,epsilon_greedy,dense,4,2f0c71dd1bcf3610,60.0,6.0,462,231,231,2.31,1.50004,56.189960000000085,60.0,4.790939599999983,2.31,1.4570400000000001,0.462,0.5618996000000008,1155,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.0013997985154172398,0.0,12,0,0.39924496666666526,inf,60.0,57.51833616666665,88,86,2,0.0017316017316017316,0.03333333333333333,24,478,0.9962784444444405,1,0,0.5,0.0,rate,,0.31618879991583526
index__dense__s0__h60,index,index (rung 1),dense,0,2f0c71dd1bcf3610,60.0,6.0,562,338,224,3.71,1.21417,55.075830000000146,60.0,5.997428299999969,3.71,1.06067,0.676,0.5507583000000015,23670,0.16666666666666666,0.3333333333333333,0.375,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.007651672579900247,0.0007783744971752859,29,0,0.20680787241379203,inf,30.51644,26.57268769999998,179,157,22,0.0009294465568229827,0.36666666666666664,24,511,0.9441771666666661,1,0,0.5,0.0,rate,,1.7219455000013113
index__dense__s1__h60,index,index (rung 1),dense,1,2f0c71dd1bcf3610,60.0,6.0,483,295,188,3.72,1.27277,55.007230000000064,60.0,5.989842299999983,3.72,1.1297700000000002,0.59,0.5500723000000006,22300,0.125,0.4583333333333333,0.5416666666666666,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.006758363803626085,0.0006901698845015969,39,0,0.15358569999999958,inf,30.71974,26.792572050000008,145,122,23,0.0010313901345291479,0.38333333333333336,24,475,0.9444065000000003,1,0,0.5,0.0,rate,,1.2572188000194728
